Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
The Human Environment Animal Protection Party (German: Partei Mensch Umwelt Tierschutz),,,,,https://www.tierschutzpartei.de/,,DEU0001,Germany +49
The Human Environment Animal Protection Party (German: Partei Mensch Umwelt Tierschutz),,,,,https://www.tierschutzpartei.de/,,OTH2390,
